TimeStamp,v_Vehicle,pos_x,pos_z,v_EgoPerson,pos_x_left_foot,pos_z_left_foot,crossingDecisionToken,SubjectID,ScenarioID,dest_rel_dist,speed,rel_dist_vel,acc,const,dec,Velocity_gradient,v_to_vmax,sin_Angle,direction,left,central,right,dest,curr_dist_left_dec_x,curr_dist_left_acc_x,curr_dist_left_const_x,curr_dist_right_dec_x,curr_dist_right_acc_x,curr_dist_right_const_x,curr_dist_central_dec_x,curr_dist_central_acc_x,curr_dist_central_const_x,curr_dist_left_dec_z,curr_dist_left_acc_z,curr_dist_left_const_z,curr_dist_right_dec_z,curr_dist_right_acc_z,curr_dist_right_const_z,curr_dist_central_dec_z,curr_dist_central_acc_z,curr_dist_central_const_z,dest_dist_left_dec,dest_dist_left_acc,dest_dist_left_const,dest_dist_right_dec,dest_dist_right_acc,dest_dist_right_const,dest_dist_central_dec,dest_dist_central_acc,dest_dist_central_const,car_dist_left_dec,car_dist_left_acc,car_dist_left_const,car_dist_right_dec,car_dist_right_acc,car_dist_right_const,car_dist_central_dec,car_dist_central_acc,car_dist_central_const,v_Vehicle_Effect,Angle_Left_Acc,Angle_Left_Dec,Angle_Left_Const,Angle_Right_Acc,Angle_Right_Dec,Angle_Right_Const,Angle_Central_Acc,Angle_Central_Dec,Angle_Central_Const,Choice_Literal,Choice,PrevChoice_1,PrevChoice_2,PrevChoice_3,PrevChoice_4,PrevChoice_5,PrevChoice_6,PrevChoice_7,PrevChoice_8,PrevChoice_9,InvID
108.22,1.03E-06,-212.7355,378.1345,1.478266,-200.9674,384.754,FALSE,1,2,6.99673568,Const,13108808.11,0,1,0,-0.459596526,1.086640694,-6.528210848,C,0,1,0,0,-201.2335527,-202.5643164,-201.8545758,-200.8289705,-200.1368231,-200.5059684,-201.057714,-201.5092839,-201.2684466,384.8924295,385.5845769,385.2154316,385.0201527,386.3509164,385.6411758,385.0400828,386.470497,385.7076094,6.778267436,5.796370048,6.294678259,6.798002085,5.933417496,6.365221971,6.697055004,5.199204116,5.997924251,13.34032989,12.60779998,12.98206855,13.75418692,15.04114881,14.34962105,13.56678888,13.98273125,13.74209954,1.03E-06,0.740254619,0.740254619,0.740254619,0.830541708,0.830541708,0.830541708,0.045143544,0.045143544,0.045143544,C-Const,6,0,0,0,0,0,1,0,0,0,77
109.3311,1.03E-06,-212.7355,378.1345,0.3923096,-201.2891,385.6109,FALSE,1,2,6.081474206,Dec,13273539.49,0,0,1,-0.54904311,0.288378124,3.056816104,C,0,1,0,0,-201.562256,-202.9280358,-202.1996199,-201.1650604,-200.5448624,-200.8756347,-201.3945412,-201.9217471,-201.6405706,385.7349396,386.3551376,386.0243653,385.884056,387.2498358,386.5214199,385.8917597,387.296058,386.5470989,5.875258065,4.989018079,5.428206385,5.871109589,4.959629449,5.413223885,5.781488276,4.281588204,5.081527568,13.51325514,12.79707924,13.16262683,13.92589997,15.22172759,14.52572994,13.74017556,14.17291065,13.92369484,1.03E-06,0.794841457,0.794841457,0.794841457,0.77595487,0.77595487,0.77595487,0.009443293,0.009443293,0.009443293,C-Dec,9,0,0,0,0,0,1,0,0,0,78
110.4422,2.84E-05,-212.7355,378.1345,0.2581824,-201.4856,386.6301,FALSE,1,2,5.059314188,Const,496385.8036,0,1,0,0.012171767,0.189784181,-9.664661833,C,0,1,0,0,-201.7340552,-202.976331,-202.3137839,-201.3174631,-200.4767784,-200.9251436,-201.5423936,-201.8263614,-201.6749119,386.7982369,387.6389216,387.1905564,386.8785552,388.120831,387.4582839,386.9246751,388.3975506,387.612017,4.813564559,3.706632211,4.267216787,4.897820529,4.31839963,4.57565438,4.765156962,3.310139724,4.082098659,14.00328983,13.62260654,13.80667682,14.38158782,15.81148515,15.04717467,14.2321049,14.97796756,14.56571102,2.84E-05,0.593624373,0.593624373,0.593624373,0.977171954,0.977171954,0.977171954,0.19177379,0.19177379,0.19177379,C-Const,6,0,0,0,0,0,0,0,0,1,79
111.5533,0.009441927,-212.7286,378.1367,0.4193577,-201.7386,387.7671,TRUE,1,2,3.914582308,Acc,1547.616766,1,0,0,-0.116183242,0.308260585,1.63218324,C,0,1,0,0,-201.9917434,-203.2574606,-202.5824114,-201.5776081,-200.7726484,-201.2019602,-201.8037609,-202.1295657,-201.9558032,387.9280919,388.7330516,388.3037398,388.0202434,389.2859606,388.6109114,388.0599379,389.5241276,388.7432264,3.666233797,2.593809608,3.122233175,3.76020543,3.303800239,3.474850895,3.621826819,2.18769371,2.944407834,14.53105107,14.21214796,14.36362909,14.90063931,16.34780691,15.57474013,14.75881971,15.55676814,15.11792164,0.009441927,0.573721082,0.573721082,0.573721082,0.997075245,0.997075245,0.997075245,0.211677082,0.211677082,0.211677082,C-Acc,3,0,0,0,0,0,1,0,0,0,80
112.6644,3.362967,-210.2949,378.874,0,-201.8544,388.6047,FALSE,1,2,3.114716528,Dec,3.830345681,0,0,1,0.463915324,0,-4.67344608,C,0,1,0,0,-202.0935847,-203.2895083,-202.6516824,-201.6733181,-200.7679083,-201.2507935,-201.8954849,-202.1009092,-201.9913495,388.7857819,389.6911917,389.2083065,388.8438847,390.0398083,389.4019824,388.9018734,390.3877404,389.595278,2.842570987,1.635225868,2.235463024,3.006718973,2.90428281,2.86317868,2.837307731,1.579428918,2.213062602,12.86487442,12.88748031,12.85366353,13.18067815,14.67783518,13.87927503,13.08084171,14.13179765,13.56077994,3.362967,0.41360098,0.41360098,0.41360098,1.157195346,1.157195346,1.157195346,0.371797183,0.371797183,0.371797183,C-Dec,9,0,0,1,0,0,0,0,0,0,81
113.7756,7.939987,-202.9629,380.8654,1.450485,-201.8397,389.2639,FALSE,1,2,2.568138851,Acc,1.067164781,1,0,0,0.76632957,1.066219494,-9.148837778,C,0,1,0,0,-202.04705,-203.0838,-202.5308666,-201.6228914,-200.5388482,-201.1170046,-201.8330117,-201.7995704,-201.8174058,389.4807086,390.5647518,389.9865954,389.47125,390.508,389.9550666,389.5638254,391.0634526,390.2636515,2.270721712,0.81263569,1.580549569,2.548651518,2.949078087,2.638742471,2.338784009,1.59460906,1.882529,8.663851567,9.700105225,9.131421508,8.709550919,9.942623438,9.275201861,8.771502297,10.2641908,9.467802669,7.939987,0.123432571,0.123432571,0.123432571,1.447363756,1.447363756,1.447363756,0.661965593,0.661965593,0.661965593,C-Acc,3,0,0,0,0,0,0,0,0,1,82
114.8867,12.44656,-190.6365,383.5399,1.703122,-201.7467,390.2381,FALSE,1,2,1.955429989,Const,1.042307476,0,1,0,0.314379444,1.251927374,-4.17562859,C,0,1,0,0,-201.9377129,-202.8927774,-202.3834096,-201.5153689,-200.3587134,-200.9755964,-201.7181907,-201.5756444,-201.6516691,390.4694311,391.6260866,391.0092036,390.4291129,391.3841774,390.8748096,390.5367423,392.0299538,391.2335743,1.67032597,0.566922279,1.038258698,2.06180473,3.014581278,2.438882421,1.832388624,1.930636221,1.723420593,13.25653854,14.68341744,13.92050226,12.87676368,12.4921624,12.67666411,13.10571141,13.84723411,13.43601781,12.44656,0.291633972,0.291633972,0.291633972,1.862430299,1.862430299,1.862430299,1.077032136,1.077032136,1.077032136,C-Const,6,0,0,1,0,0,0,0,0,0,83
115.9978,16.99038,-173.135,385.7946,2.149099,-200.5126,391.5264,FALSE,1,2,24.98494592,Const,1.64629472,0,1,0,-0.1700063,1.579755219,-38.31594911,R,0,0,1,1,-200.5190448,-200.5512685,-200.5340825,-200.2126692,-198.7130154,-199.5128308,-200.305074,-199.2674443,-199.8208468,391.8263308,393.3259846,392.5261692,391.5328448,391.5650685,391.5478825,391.7430402,392.8262413,392.248534,24.89595818,24.50132222,24.70124613,24.69912943,23.27540239,24.03356882,24.7190262,23.4017932,24.10165904,0,0,0,0,0,0,0,0,0,0,1.263900294,1.263900294,1.263900294,0.306896033,0.306896033,0.306896033,0.47850213,0.47850213,0.47850213,R-Const,5,0,0,0,0,0,1,0,0,0,84
117.1089,14.74261,-155.1728,387.1753,1.325334,-200.0184,391.8977,FALSE,1,2,24.39816104,Const,3.058722791,0,1,0,-0.871697732,0.974223758,-9.312855291,C,0,1,0,1,-199.9762234,-199.7653406,-199.8778115,-199.7213796,-198.2362774,-199.0283319,-199.7785515,-198.579309,-199.218905,392.1947204,393.6798226,392.8877681,391.8555234,391.6446406,391.7571115,392.0779018,392.978911,392.4983728,24.26604319,23.6515074,23.96954099,24.12992372,22.80061406,23.50702272,24.11394335,22.6989487,23.45229771,0,0,0,0,0,0,0,0,0,0,1.109232924,1.109232924,1.109232924,0.461563403,0.461563403,0.461563403,0.32383476,0.32383476,0.32383476,C-Const,6,0,0,0,0,1,0,0,0,0,85
118.22,15.32325,-138.594,387.9413,0.2120123,-199.1049,392.5768,FALSE,1,2,23.31995963,Dec,3.960530168,0,0,1,0.153789488,0.15584556,-0.290818553,C,0,1,0,1,-199.0612164,-198.8427984,-198.959288,-198.8080975,-197.3240848,-198.1155582,-198.8641399,-197.6603397,-198.3023665,392.8736025,394.3576152,393.5661418,392.5331164,392.3146984,392.431188,392.7557821,393.6506926,393.173407,23.19067896,22.5929847,22.90147219,23.05037224,21.71440482,22.42433933,23.03675359,21.62751746,22.37764168,0,0,0,0,0,0,0,0,0,0,1.119454573,1.119454573,1.119454573,0.451341754,0.451341754,0.451341754,0.334056409,0.334056409,0.334056409,C-Dec,9,0,0,0,0,0,1,0,0,0,86
119.3311,15.14243,-121.8249,387.9309,1.667085,-197.8083,393.3785,FALSE,1,2,21.84559711,Acc,5.030793041,1,0,0,-0.095406489,1.225437371,-4.898385732,C,0,1,0,1,-197.7394323,-197.3950939,-197.578741,-197.5163116,-196.0563694,-196.8350052,-197.5531362,-196.2773172,-196.957754,393.6704884,395.1304306,394.3517948,393.3096323,392.9652939,393.148941,393.5362702,394.3251211,393.9044006,21.6981824,21.00990602,21.3666438,21.58571578,20.30291084,20.98348927,21.55627089,20.11433126,20.88234784,0,0,0,0,0,0,0,0,0,0,1.051129687,1.051129687,1.051129687,0.519666639,0.519666639,0.519666639,0.265731524,0.265731524,0.265731524,C-Acc,3,0,0,0,0,0,0,0,0,1,87
120.4422,14.83776,-105.3254,387.5281,0,-196.9158,393.9435,FALSE,1,2,20.83135723,Dec,6.187915609,0,0,1,-0.693620376,0,0.607094927,C,0,1,0,1,-196.85003,-196.5211798,-196.6965666,-196.6230983,-195.1595896,-195.9401276,-196.6623222,-195.3949331,-196.070874,394.2362017,395.6997104,394.9191724,393.87773,393.5488798,393.7242666,394.1039649,394.9062897,394.4783832,20.69046917,20.03860937,20.37512401,20.56789443,19.26661533,19.95715997,20.54407728,19.11354089,19.87521909,0,0,0,0,0,0,0,0,0,0,1.075560157,1.075560157,1.075560157,0.495236169,0.495236169,0.495236169,0.290161994,0.290161994,0.290161994,C-Dec,9,0,0,1,0,0,0,0,0,0,88
121.5533,15.21272,-88.6705,386.528,0.1257218,-196.9158,393.9435,FALSE,1,2,20.83135723,Const,7.132124132,0,1,0,0.194236792,0.092415319,0,C,0,1,0,1,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Const,6,0,0,0,0,0,0,0,0,1,89
122.6644,15.18672,-71.63805,384.9099,0.431633,-196.9158,393.9435,FALSE,1,2,20.83135723,Acc,8.270582965,1,0,0,-0.056542962,0.317283887,0,C,0,1,0,1,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,-196.9158,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,393.9435,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,20.83135723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Acc,3,0,0,0,0,0,1,0,0,0,90
123.7756,15.08761,-54.99202,383.0905,0,-196.2278,394.3511,FALSE,1,2,20.05974776,Dec,9.390749599,0,0,1,-0.073553537,0,0,C,0,1,0,1,-196.1534176,-195.7815056,-195.9798587,-195.9371675,-194.4840049,-195.259025,-195.9696955,-194.6791729,-195.3674516,394.6417325,396.0948951,395.319875,394.2767176,393.9048056,394.1031587,394.5040119,395.2685715,394.8608064,19.91383335,19.23790924,19.58701293,19.79913485,18.51396887,19.19551203,19.77085236,18.33172708,19.09809476,0,0,0,0,0,0,0,0,0,0,1.056307344,1.056307344,1.056307344,0.514488983,0.514488983,0.514488983,0.270909181,0.270909181,0.270909181,C-Dec,9,0,0,1,0,0,0,0,0,0,91
124.8867,14.83684,-38.68028,380.9016,0.268112,-196.2278,394.3511,FALSE,1,2,20.05974776,Const,10.65729331,0,1,0,0.670892809,0.197083211,0,C,0,1,0,1,-196.2278,-196.2278,-196.2278,-196.2278,-196.2278,-196.2278,-196.2278,-196.2278,-196.2278,394.3511,394.3511,394.3511,394.3511,394.3511,394.3511,394.3511,394.3511,394.3511,20.05974776,20.05974776,20.05974776,20.05974776,20.05974776,20.05974776,20.05974776,20.05974776,20.05974776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Const,6,0,0,0,0,0,0,0,0,1,92
125.9978,14.91413,-22.38783,378.001,1.490858,-195.1574,394.8752,FALSE,1,2,18.89104737,Acc,11.63940879,1,0,0,0.561215462,1.095896795,0,C,0,1,0,1,-195.0601641,-194.5739848,-194.8332805,-194.8735952,-193.454571,-194.2113839,-194.8879635,-193.5407812,-194.2592785,395.1590048,396.578029,395.8212161,394.7779641,394.2917848,394.5510805,395.0071242,395.6667451,395.3149473,18.72781189,17.96461174,18.360353,18.64116973,17.41553614,18.06405633,18.59732948,17.13200598,17.9127975,0,0,0,0,0,0,0,0,0,0,0.988782028,0.988782028,0.988782028,0.582014299,0.582014299,0.582014299,0.203383865,0.203383865,0.203383865,C-Acc,3,0,0,0,0,0,1,0,0,0,93
127.1089,15.04246,-6.103409,374.3804,1.515245,-193.839,395.2924,FALSE,1,2,17.51043024,Const,12.55756715,0,1,0,-0.002781478,1.11382314,-8.52808663,C,0,1,0,1,-193.7007526,-193.0095158,-193.3781754,-193.5727526,-192.2415157,-192.9515087,-193.552979,-192.1228741,-192.8855967,395.5586474,396.8898843,396.1798913,395.1541526,394.4629158,394.8315754,395.3829097,395.835458,395.5940989,17.31259355,16.37008052,16.8627082,17.28733827,16.2091502,16.77611867,17.21095856,15.71390247,16.51226589,0,0,0,0,0,0,0,0,0,0,0.844243908,0.844243908,0.844243908,0.726552419,0.726552419,0.726552419,0.058845744,0.058845744,0.058845744,C-Const,6,0,0,1,0,0,0,0,0,0,94
128.22,15.07988,10.09688,370.2704,1.484677,-192.4858,395.637,FALSE,1,2,16.11404452,Const,13.53887801,0,1,0,0.073558186,1.091353278,-3.272647908,C,0,1,0,1,-192.3325787,-191.5664723,-191.9750624,-192.227879,-190.9382741,-191.6260634,-192.1950785,-190.741471,-191.5167284,395.894921,397.1845259,396.4967366,395.4837787,394.7176723,395.1262624,395.7110339,396.0812032,395.8837796,15.90373116,14.89831648,15.42454355,15.90292429,14.89314779,15.42177025,15.81404506,14.31404809,15.1140464,0,0,0,0,0,0,0,0,0,0,0.787275105,0.787275105,0.787275105,0.783521222,0.783521222,0.783521222,0.001876942,0.001876942,0.001876942,C-Const,6,0,0,0,0,0,1,0,0,0,95
129.3311,15.06229,26.20866,365.7996,1.678706,-191.3791,396.0585,FALSE,1,2,14.93844485,Const,14.58487826,0,1,0,-0.518164432,1.233979712,6.562912745,C,0,1,0,1,-191.2563616,-190.6426698,-190.9699721,-191.1053569,-189.7366413,-190.466623,-191.0987453,-189.6969715,-190.4445842,396.3322431,397.7009587,396.970977,395.9357616,395.3220698,395.6493721,396.1652765,396.6991589,396.4144216,14.75646872,13.90807468,14.34728486,14.70255445,13.56115673,14.16158104,14.64085743,13.15456441,13.94688879,0,0,0,0,0,0,0,0,0,0,0.911028175,0.911028175,0.911028175,0.659768152,0.659768152,0.659768152,0.125630012,0.125630012,0.125630012,C-Const,6,0,0,0,0,0,1,0,0,0,96
130.4422,15.05811,42.17937,360.8419,0.333212,-190.375,396.4588,FALSE,1,2,13.86906635,Dec,15.62387422,0,0,1,-0.097936729,0.244936783,0.885526074,C,0,1,0,1,-190.2565069,-189.6640415,-189.980023,-190.0993927,-188.7213562,-189.456309,-190.0963289,-188.7029736,-189.4460965,396.7344073,398.1124438,397.377491,396.3403069,395.7478415,396.063823,396.5698965,397.1253792,396.8291218,13.69364641,12.88567825,13.30166041,13.62840873,12.46379315,13.07641943,13.5726034,12.09290582,12.88149345,0,0,0,0,0,0,0,0,0,0,0.937443457,0.937443457,0.937443457,0.63335287,0.63335287,0.63335287,0.152045294,0.152045294,0.152045294,C-Dec,9,0,0,0,0,0,1,0,0,0,97
131.5533,15.01343,57.88264,355.2569,1.461071,-189.3584,396.798,FALSE,1,2,12.80257733,Acc,16.69882173,1,0,0,0.644078841,1.074001029,-3.283607701,C,0,1,0,1,-189.2243151,-188.5538906,-188.9114503,-189.0900323,-187.7481936,-188.4638409,-189.073823,-187.6509381,-188.4098101,397.0663677,398.4082064,397.6925591,396.6639151,395.9934906,396.3510503,396.8929523,397.3677138,397.1145077,12.61544731,11.7501972,12.19635472,12.57124903,11.46245536,12.04327087,12.50419441,11.01359775,11.80828627,0,0,0,0,0,0,0,0,0,0,0.888052171,0.888052171,0.888052171,0.682744156,0.682744156,0.682744156,0.102654007,0.102654007,0.102654007,C-Acc,3,0,0,0,0,0,0,0,0,1,98
132.6644,14.64805,73.12376,349.0001,1.764484,-188.1708,397.119,FALSE,1,2,11.57371287,Const,18.1381348,0,1,0,-0.083799047,1.297033226,-3.326632761,C,0,1,0,1,-188.0213682,-187.2742091,-187.6726939,-187.9106652,-186.609991,-187.3036839,-187.8811926,-186.4331559,-187.2054421,397.3791348,398.679809,397.9861161,396.9695682,396.2224091,396.6208939,397.1972788,397.5886731,397.3799295,11.37447269,10.45072367,10.92749562,11.35316506,10.31077071,10.85338289,11.27408755,9.77630564,10.57504441,0,0,0,0,0,0,0,0,0,0,0.834729929,0.834729929,0.834729929,0.736066398,0.736066398,0.736066398,0.049331765,0.049331765,0.049331765,C-Const,6,0,0,1,0,0,0,0,0,0,99
133.7756,14.50672,76.64085,347.3964,1.274773,-187.0722,397.4066,FALSE,1,2,10.43916987,Const,18.50267332,0,1,0,-0.156852465,0.937057483,-0.455104515,C,0,1,0,1,-186.9207066,-186.1632399,-186.5672221,-186.8132603,-185.5185619,-186.2090677,-186.78198,-185.3308801,-186.1048,397.6655397,398.9602381,398.2697323,397.2551066,396.4976399,396.9016221,397.482576,397.8624562,397.6598534,10.23939152,9.321453484,9.793152627,10.21952994,9.189745114,9.723751827,10.13949503,8.641459346,9.440334083,0,0,0,0,0,0,0,0,0,0,0.83128804,0.83128804,0.83128804,0.739508287,0.739508287,0.739508287,0.045889877,0.045889877,0.045889877,C-Const,6,0,0,0,0,0,1,0,0,0,100
134.8867,14.50672,76.64085,347.3964,1.415854,-186.0337,397.7225,FALSE,1,2,9.358073533,Const,18.43642934,0,1,0,0.038848888,1.040763011,2.249052184,C,0,1,0,1,-185.892485,-185.1864099,-185.5629833,-185.7690147,-184.4455881,-185.1514156,-185.7466851,-184.3116107,-185.0769837,397.9871853,399.3106119,398.6047844,397.581285,396.8752099,397.2517833,397.8098067,398.2463402,398.0135223,9.169939596,8.32820821,8.755248717,9.128773755,8.052289144,8.610658532,9.059471183,7.568117827,8.363121415,0,0,0,0,0,0,0,0,0,0,0.880405774,0.880405774,0.880405774,0.690390553,0.690390553,0.690390553,0.09500761,0.09500761,0.09500761,C-Const,6,0,0,0,0,0,1,0,0,0,101
135.9978,14.50672,76.64085,347.3964,1.361103,-184.7199,397.9381,FALSE,1,2,8.027799591,Const,18.35030605,0,1,0,0.057814778,1.00051676,-7.599761624,C,0,1,0,1,-184.5449202,-183.670021,-184.1366339,-184.4762157,-183.2577939,-183.9076188,-184.4238597,-182.9436583,-183.7330991,398.1817843,399.4002061,398.7503812,397.7631202,396.888221,397.3548339,397.9866814,398.2295886,398.1000381,7.809196946,6.809809856,7.3215801,7.82830228,6.940177818,7.389276057,7.728099474,6.230031898,7.0288987,0,0,0,0,0,0,0,0,0,0,0.741525045,0.741525045,0.741525045,0.829271281,0.829271281,0.829271281,0.043873118,0.043873118,0.043873118,C-Const,6,0,0,0,0,0,1,0,0,0,102
137.1089,14.50672,76.64085,347.3964,1.54433,-183.4354,398.1752,FALSE,1,2,6.722049397,Const,18.26650412,0,1,0,0.0599505,1.135202882,1.138841529,C,0,1,0,1,-183.265298,-182.4147881,-182.8683934,-183.188286,-181.9527162,-182.6116868,-183.1403838,-181.6653026,-182.4520126,398.422314,399.6578838,398.9989132,398.005098,397.1545881,397.6081934,398.2296557,398.5019342,398.356719,6.507186251,5.552575704,6.034155351,6.51973293,5.640191875,6.079132014,6.422178344,4.923058762,5.722531785,0,0,0,0,0,0,0,0,0,0,0.756739099,0.756739099,0.756739099,0.814057228,0.814057228,0.814057228,0.028659064,0.028659064,0.028659064,C-Const,6,0,0,0,0,0,1,0,0,0,103
138.22,14.50672,76.64085,347.3964,1.494325,-182.1394,398.4553,FALSE,1,2,5.396128602,Const,18.18255763,0,1,0,-0.69495545,1.09844531,1.737310185,C,0,1,0,1,-181.976868,-181.164208,-181.5976267,-181.8872426,-180.6264557,-181.2988754,-181.8461703,-180.3800219,-181.1619677,398.7074574,399.9682443,399.2958246,398.292768,397.480108,397.9135267,398.5186747,398.8355483,398.6665491,5.188792467,4.318609055,4.743706197,5.187878505,4.312015867,4.740372931,5.096129283,3.596134396,4.396131235,0,0,0,0,0,0,0,0,0,0,0.787469441,0.787469441,0.787469441,0.783326886,0.783326886,0.783326886,0.002071277,0.002071277,0.002071277,C-Const,6,0,0,0,0,0,1,0,0,0,104
139.3311,14.50672,76.64085,347.3964,0,-181.6563,398.537,FALSE,1,2,4.906672829,Dec,18.15097983,0,0,1,0.178727387,0,-2.59674193,C,0,1,0,1,-181.4825106,-180.6135636,-181.077002,-181.4117652,-180.1890915,-180.8411842,-181.3605002,-179.8815009,-180.6703005,398.7815348,400.0042085,399.3521158,398.3632106,397.4942636,397.957702,398.5870245,398.8371471,398.7037484,4.689038501,3.774294786,4.220693185,4.710101264,3.928502548,4.298157413,4.607034255,3.109886899,3.90809325,0,0,0,0,0,0,0,0,0,0,0.737830272,0.737830272,0.737830272,0.832966055,0.832966055,0.832966055,0.047567891,0.047567891,0.047567891,C-Dec,9,0,0,0,0,0,1,0,0,0,105
140.4422,14.50672,76.64085,347.3964,1.891493,-181.048,398.6089,FALSE,1,2,4.297457533,Acc,18.11081332,1,0,0,0.013887535,1.390394737,-2.857833265,C,0,1,0,1,-180.8622347,-179.9334085,-180.4287825,-180.8124341,-179.6346049,-180.2627805,-180.7500739,-179.2604435,-180.0549131,398.8444659,400.0222951,399.3941195,398.4231347,397.4943085,397.9896825,398.6441143,398.8201861,398.7262811,4.067386479,3.101788254,3.571150093,4.116880441,3.471530088,3.755443024,3.999453094,2.516554004,3.305513665,0,0,0,0,0,0,0,0,0,0,0.674083746,0.674083746,0.674083746,0.896712581,0.896712581,0.896712581,0.111314418,0.111314418,0.111314418,C-Acc,3,0,0,0,0,0,0,0,0,1,106
141.5533,14.50672,76.64085,347.3964,0.03086088,-180.8615,398.6309,FALSE,1,2,4.110884698,Dec,18.09849987,0,0,1,-0.851180362,0.022685151,-0.013324049,C,0,1,0,1,-180.67568,-179.7465798,-180.2420999,-180.6259774,-179.4483641,-180.0764245,-180.5635657,-179.0738944,-179.8683858,398.8664226,400.0440359,399.4159755,398.44508,397.5159798,398.0114999,398.6660451,398.8417704,398.7480502,3.879969609,2.920294508,3.383589351,3.931930658,3.311133822,3.577949878,3.813082656,2.33253747,3.119849484,0,0,0,0,0,0,0,0,0,0,0.668766057,0.668766057,0.668766057,0.90203027,0.90203027,0.90203027,0.116632107,0.116632107,0.116632107,C-Dec,9,0,0,1,0,0,0,0,0,0,107
142.6644,14.50672,76.64085,347.3964,0,-180.8615,398.6309,FALSE,1,2,4.110884698,Dec,18.09849987,0,0,1,-0.01388816,0,0,C,0,1,0,1,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Dec,9,0,0,0,0,0,0,0,0,1,108
143.7756,14.50672,76.64085,347.3964,0,-180.8615,398.6309,FALSE,1,2,4.110884698,Const,18.09849987,0,1,0,0.063667521,0,0,C,0,1,0,1,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Const,6,0,0,0,0,0,0,0,0,1,109
144.8867,14.50672,76.64085,347.3964,0.1414756,-180.8615,398.6309,FALSE,1,2,4.110884698,Const,18.09849987,0,1,0,1.433524435,0.10399559,0,C,0,1,0,1,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,-180.8615,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,398.6309,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,4.110884698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Const,6,0,0,0,0,0,1,0,0,0,110
145.9978,14.50672,76.64085,347.3964,3.185578,-178.9015,398.8104,FALSE,1,2,2.180739932,Acc,17.96844341,1,0,0,0.023567906,2.341648045,0,C,0,1,0,1,-178.7095984,-177.7500906,-178.2618281,-178.6709056,-177.5179334,-178.1328519,-178.6027502,-177.1090013,-177.9056674,399.0409944,400.1939666,399.5790481,398.6184984,397.6589906,398.1707281,398.83776,398.97456,398.9016,1.925153187,1.076640845,1.399137994,2.049970739,2.033751934,1.900387131,1.893435172,0.657607226,1.246539339,0,0,0,0,0,0,0,0,0,0,0.513939813,0.513939813,0.513939813,1.056856513,1.056856513,1.056856513,0.27145835,0.27145835,0.27145835,C-Acc,3,0,0,0,0,0,1,0,0,0,111
147.1089,14.50672,76.64085,347.3964,0.1938482,-176.8356,399.1067,FALSE,1,2,0.478368237,Dec,17.83292484,0,0,1,-1.327879354,0.142493531,2.929293979,C,0,1,0,1,-176.6557334,-175.7564003,-176.2360446,-176.5955,-175.3950001,-176.0352667,-176.5386388,-175.0538326,-175.8457292,399.3468,400.5472999,399.9070333,398.9268334,398.0275003,398.5071446,399.1492914,399.3622485,399.2486714,0.315026095,1.46672008,0.704878527,0.709688792,2.139571976,1.358274472,0.542446445,1.822445616,1.070923008,0,0,0,0,0,0,0,0,0,0,0.699626727,0.699626727,0.699626727,2.270423054,2.270423054,2.270423054,1.485024891,1.485024891,1.485024891,C-Dec,9,0,0,1,0,0,0,0,0,0,112
